01459|LJSpeech|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.
00327|LJSpeech|ðə kəmˈɪʃənɚz hˌuː pɹɪsˈaɪdᵻd wɜː, kwˈoʊt, lˈɪɾəl ˈʌðɚwˌaɪz ðɐn sˈɛlfᵻlˈɛktᵻd|ðə kəmˈɪʃənɚz hˌuː pɹɪsˈaɪdᵻd wɜː, kwˈoʊt, lˈɪɾəl ˈʌðɚwˌaɪz ðɐn sˈɛlfᵻlˈɛktᵻd
01661|LJSpeech|vˈaɪələnt ɪnflæmˈeɪʃən ænd ɛkstˈɛnsɪv səpjʊɹˈeɪʃən ɛnsˈuːd, ænd fɚɹə kənsˈɪdɚɹəbəl tˈaɪm ˌæmpjuːtˈeɪʃən sˈiːmd ɪnˈɛvᵻɾəbəl.|vˈaɪələnt ɪnflæmˈeɪʃən ænd ɛkstˈɛnsɪv səpjʊɹˈeɪʃən ɛnsˈuːd, ænd fɚɹə kənsˈɪdɚɹəbəl tˈaɪm ˌæmpjuːtˈeɪʃən sˈiːmd ɪnˈɛvᵻɾəbəl.
01905|LJSpeech|ðə pˌʌblɪkˈeɪʃən ʌv ðɪs ɹᵻpˈoːɹt ɹˈeɪzd ɐ stˈoːɹm ɪnðə sˈɪɾi, ænd ðə kˌɔːɹpɚɹˈeɪʃən wʌz ɹˈaʊzd tə mˌeɪk ɐn ɪmˈiːdɪət pɹˈoʊtɛst.|ðə pˌʌblɪkˈeɪʃən ʌv ðɪs ɹᵻpˈoːɹt ɹˈeɪzd ɐ stˈoːɹm ɪnðə sˈɪɾi, ænd ðə kˌɔːɹpɚɹˈeɪʃən wʌz ɹˈaʊzd tə mˌeɪk ɐn ɪmˈiːdɪət pɹˈoʊtɛst.
01498|LJSpeech|ðə wˈɔːɹdzmən stˈɪl ɛɡzˈæktᵻd dˈuːz, ʌvwˈɪtʃ mˈoːɹ dᵻɹˈɛktli,|ðə wˈɔːɹdzmən stˈɪl ɛɡzˈæktᵻd dˈuːz, ʌvwˈɪtʃ mˈoːɹ dᵻɹˈɛktli,
02064|LJSpeech|pˈiːmən ænd bˈælədmˈɔndʒɚ dˈɪd ðɛɹ jˈuːʒuːəl ɹˈoːɹɪŋ tɹˈeɪd ɐmˈɪdst ðə dˈɛns θɹˈɔŋ.|pˈiːmən ænd bˈælədmˈɔndʒɚ dˈɪd ðɛɹ jˈuːʒuːəl ɹˈoːɹɪŋ tɹˈeɪd ɐmˈɪdst ðə dˈɛns θɹˈɔŋ.
01865|LJSpeech|ðə pɹˈaɪmɚɹi ˈɑːbdʒɛkt ʌv kəmˈɪɾɪŋ ɐ pɹˈɪzənɚ tə dʒˈeɪl, æz ðɪ ɪnspˈɛktɚz pˈɔɪntᵻd ˈaʊt, wʌz tə dɪtˈɜː nˌɑːt ˈoʊnli ðə kɹˈɪmɪnəl hɪmsˈɛlf, bˌʌt ˈʌðɚz fɹʌm kɹˈaɪm,|ðə pɹˈaɪmɚɹi ˈɑːbdʒɛkt ʌv kəmˈɪɾɪŋ ɐ pɹˈɪzənɚ tə dʒˈeɪl, æz ðɪ ɪnspˈɛktɚz pˈɔɪntᵻd ˈaʊt, wʌz tə dɪtˈɜː nˌɑːt ˈoʊnli ðə kɹˈɪmɪnəl hɪmsˈɛlf, bˌʌt ˈʌðɚz fɹʌm kɹˈaɪm,
02073|LJSpeech|mˈɪstɚ smˈɪθz ɐkˈaʊnt ʌvðə kəndˈɛmd kˈɑːnvɪkt, hˌuːz sˈɛl hiː wʌz pɚmˈɪɾᵻd tʊ ˈɛntɚ, mˈeɪ biː ɪnsˈɜːɾᵻd hˈɪɹ.|mˈɪstɚ smˈɪθz ɐkˈaʊnt ʌvðə kəndˈɛmd kˈɑːnvɪkt, hˌuːz sˈɛl hiː wʌz pɚmˈɪɾᵻd tʊ ˈɛntɚ, mˈeɪ biː ɪnsˈɜːɾᵻd hˈɪɹ.
01988|LJSpeech|hˈɪɹ dʒˈɑːn sˈʌðɜːlənd, kəmˈændɚɹ ʌvðə bɹˈɪɾɪʃ ˈɑːɹmd tɹˈænspoːɹt ðə fɹˈɛndz,sˈʌfɚd ɔnðə twˈɛntinˈaɪnθ dʒˈuːn, ˈeɪtiːn ˈoʊ nˈaɪn,|hˈɪɹ dʒˈɑːn sˈʌðɜːlənd, kəmˈændɚɹ ʌvðə bɹˈɪɾɪʃ ˈɑːɹmd tɹˈænspoːɹt ðə fɹˈɛndz,sˈʌfɚd ɔnðə twˈɛntinˈaɪnθ dʒˈuːn, ˈeɪtiːn ˈoʊ nˈaɪn,
01769|LJSpeech|ðə lˈæɾɚ, lˈaɪthˈɑːɹɾᵻd ænd ɹˈɛkləs, kəndˈʌktᵻd ðɛmsˈɛlvz ɪnðə mˈoʊst ʌnsˈiːmli fˈæʃən, ˈænd "wɪð æz mˈʌtʃ ɪndˈɪfɹəns æz ðɪ ˈɪnmeɪts ʌvðɪ ˈʌðɚ pˈɑːɹts ʌvðə pɹˈɪzən."|ðə lˈæɾɚ, lˈaɪthˈɑːɹɾᵻd ænd ɹˈɛkləs, kəndˈʌktᵻd ðɛmsˈɛlvz ɪnðə mˈoʊst ʌnsˈiːmli fˈæʃən, ˈænd "wɪð æz mˈʌtʃ ɪndˈɪfɹəns æz ðɪ ˈɪnmeɪts ʌvðɪ ˈʌðɚ pˈɑːɹts ʌvðə pɹˈɪzən."
01983|LJSpeech|wʌz ˈɛksᵻkjˌuːɾᵻd ˌɔn ɐ dʒˈɪbɪt ɪn fɹˈʌnt ʌv hɪz vˈɪktɪmz hˈaʊs.|wʌz ˈɛksᵻkjˌuːɾᵻd ˌɔn ɐ dʒˈɪbɪt ɪn fɹˈʌnt ʌv hɪz vˈɪktɪmz hˈaʊs.
01004|LJSpeech|twˈɛnti mˈɛn slˈɛpt ˌɔn ˈeɪt stɹˈɔː bˈɛdz, wɪð sˈɪkstiːn ɹˈʌɡz ɐmˈʌŋst ðˌɛm, ænd ɐ pˈiːs ʌv tˈɪmbɚ fɚɹə bˈoʊlstɚ.|twˈɛnti mˈɛn slˈɛpt ˌɔn ˈeɪt stɹˈɔː bˈɛdz, wɪð sˈɪkstiːn ɹˈʌɡz ɐmˈʌŋst ðˌɛm, ænd ɐ pˈiːs ʌv tˈɪmbɚ fɚɹə bˈoʊlstɚ.
00487|LJSpeech|bᵻsˌaɪdz ðiːz fˈiːz, lədʒˈɪɾᵻmət ænd ɪlədʒˈɪɾᵻmət, ðɛɹwˌɜːɹ ˈʌðɚz wˌɪtʃ mˈʌst biː pˈeɪd bᵻfˌoːɹ ɹᵻlˈiːs.|bᵻsˌaɪdz ðiːz fˈiːz, lədʒˈɪɾᵻmət ænd ɪlədʒˈɪɾᵻmət, ðɛɹwˌɜːɹ ˈʌðɚz wˌɪtʃ mˈʌst biː pˈeɪd bᵻfˌoːɹ ɹᵻlˈiːs.
00772|LJSpeech|ðə kˈʌlpɹɪt wʌz tʃˈeɪnd dˌaʊn tə ðə flˈoːɹ baɪ ɹˈʌnɪŋ ɐ tʃˈeɪn θɹuː hɪz ˈaɪɚnz wˌɪtʃ pɹɪvˈɛntᵻd hˌɪm fɹʌm klˈaɪmɪŋ tə ðə wˈɪndoʊ ʌv hɪz sˈɛl.|ðə kˈʌlpɹɪt wʌz tʃˈeɪnd dˌaʊn tə ðə flˈoːɹ baɪ ɹˈʌnɪŋ ɐ tʃˈeɪn θɹuː hɪz ˈaɪɚnz wˌɪtʃ pɹɪvˈɛntᵻd hˌɪm fɹʌm klˈaɪmɪŋ tə ðə wˈɪndoʊ ʌv hɪz sˈɛl.
00110|LJSpeech|ðɪ ˈɛndz ʌv mˈɛnɪəv ðə lˈɛɾɚz sˈʌtʃ ɐz ðə tˈiː ænd ˈiː ɑːɹ hˈʊkt ˌʌp ɪn ɐ vˈʌlɡɚ ænd mˈiːnɪŋləs wˈeɪ,|ðɪ ˈɛndz ʌv mˈɛnɪəv ðə lˈɛɾɚz sˈʌtʃ ɐz ðə tˈiː ænd ˈiː ɑːɹ hˈʊkt ˌʌp ɪn ɐ vˈʌlɡɚ ænd mˈiːnɪŋləs wˈeɪ,
00722|LJSpeech|vˈɪzɪɾɚz wɜː pɚmˈɪɾᵻd ˈæksɛs tə ðˌɛm wɪðˌaʊt stˈɪnt;|vˈɪzɪɾɚz wɜː pɚmˈɪɾᵻd ˈæksɛs tə ðˌɛm wɪðˌaʊt stˈɪnt;
00021|LJSpeech|ʌvðə mˈoːɹ fˈɔːɹməl ᵻklˌiːzɪˈæstɪkəl ɹˈaɪɾɪŋ wˌɪtʃ əbtˈeɪnd æt ðæt tˈaɪm; ðɪs hɐz sˈɪns bˌɪn kˈɔːld "mˈɪsəl tˈaɪp,"|ʌvðə mˈoːɹ fˈɔːɹməl ᵻklˌiːzɪˈæstɪkəl ɹˈaɪɾɪŋ wˌɪtʃ əbtˈeɪnd æt ðæt tˈaɪm; ðɪs hɐz sˈɪns bˌɪn kˈɔːld "mˈɪsəl tˈaɪp,"
00691|LJSpeech|pɹˈɪzənɚz hˌuː kʊd ɐfˈoːɹd ɪt sˈʌmtaɪmz pˈeɪd fɔːɹ fˈoːɹ bˈɛdz, æt ðə ɹˈeɪt ʌv twˈɛntiˈeɪt ʃˈɪlɪŋz, ænd sˌoʊ sᵻkjˈʊɹd ðə lˈʌkʃɚɹi əvə pɹˈaɪvət ɹˈuːm.|pɹˈɪzənɚz hˌuː kʊd ɐfˈoːɹd ɪt sˈʌmtaɪmz pˈeɪd fɔːɹ fˈoːɹ bˈɛdz, æt ðə ɹˈeɪt ʌv twˈɛntiˈeɪt ʃˈɪlɪŋz, ænd sˌoʊ sᵻkjˈʊɹd ðə lˈʌkʃɚɹi əvə pɹˈaɪvət ɹˈuːm.
00004|LJSpeech|ðɪ ɪnvˈɛnʃən ʌv mˈuːvəbəl mˈɛɾəl lˈɛɾɚz ɪnðə mˈɪdəl ʌvðə fˈɪftiːnθ sˈɛntʃɚɹi mˈeɪ dʒˈʌstli biː kənsˈɪdɚd æz ðɪ ɪnvˈɛnʃən ʌvðɪ ˈɑːɹt ʌv pɹˈɪntɪŋ.|ðɪ ɪnvˈɛnʃən ʌv mˈuːvəbəl mˈɛɾəl lˈɛɾɚz ɪnðə mˈɪdəl ʌvðə fˈɪftiːnθ sˈɛntʃɚɹi mˈeɪ dʒˈʌstli biː kənsˈɪdɚd æz ðɪ ɪnvˈɛnʃən ʌvðɪ ˈɑːɹt ʌv pɹˈɪntɪŋ.
01286|LJSpeech|"ɪɾ ɪz nˈɑːt," hiː sˈɛd, "ðæt ˈaɪ æm ɪnsˈɛnsᵻbəl ʌvðə lɐmˈɛntəbəl ænd dɪsɡɹˈeɪsfəl sˌɪtʃuːˈeɪʃən ɪnwˌɪtʃ mˈɛnɪəv ðˌɛm ɑːɹ,|"ɪɾ ɪz nˈɑːt," hiː sˈɛd, "ðæt ˈaɪ æm ɪnsˈɛnsᵻbəl ʌvðə lɐmˈɛntəbəl ænd dɪsɡɹˈeɪsfəl sˌɪtʃuːˈeɪʃən ɪnwˌɪtʃ mˈɛnɪəv ðˌɛm ɑːɹ,
01947|LJSpeech|mˈʌtʃ bˈɪtɚnəs ʌv fˈiːlɪŋ ɪz ˈɛvɪdəntli ɛndʒˈɛndɚd, ænd ðə kˌɔːɹpɚɹˈeɪʃən ɡɹˈoʊz mˈoːɹ ænd mˈoːɹ ˈæŋɡɹi wɪððɪ ɪnspˈɛktɚz.|mˈʌtʃ bˈɪtɚnəs ʌv fˈiːlɪŋ ɪz ˈɛvɪdəntli ɛndʒˈɛndɚd, ænd ðə kˌɔːɹpɚɹˈeɪʃən ɡɹˈoʊz mˈoːɹ ænd mˈoːɹ ˈæŋɡɹi wɪððɪ ɪnspˈɛktɚz.
00926|LJSpeech|fɚðə fˈɜːst tˈaɪm ðə dˈɑːktɹɪn wʌz ɪnˈʌnsɪˌeɪɾᵻd ðæt pɹˈɪzənɚz hæd ɹˈaɪts ʌv ðɛɹ ˈoʊn.|fɚðə fˈɜːst tˈaɪm ðə dˈɑːktɹɪn wʌz ɪnˈʌnsɪˌeɪɾᵻd ðæt pɹˈɪzənɚz hæd ɹˈaɪts ʌv ðɛɹ ˈoʊn.
00951|LJSpeech|ðiːz sˈʌmwʌt nˈɑːvəl bˌʌt ʌndˈaʊɾᵻdli ˌɪndɪspjˈuːɾəbəl pɹˌɑːpəzˈɪʃənz wɜː bˈækt ˈʌp, nˌɑːt baɪ sˈaʊnd ˈɑːɹɡjuːmənts ˈoʊnli, bˌʌt baɪ ðə lˈɛɾɚɹ ʌvðə lˈɔː.|ðiːz sˈʌmwʌt nˈɑːvəl bˌʌt ʌndˈaʊɾᵻdli ˌɪndɪspjˈuːɾəbəl pɹˌɑːpəzˈɪʃənz wɜː bˈækt ˈʌp, nˌɑːt baɪ sˈaʊnd ˈɑːɹɡjuːmənts ˈoʊnli, bˌʌt baɪ ðə lˈɛɾɚɹ ʌvðə lˈɔː.
01565|LJSpeech|pɹˈɑːbəbli ɐθˈɔːɹɪɾi wʊd nˌɑːɾɐv bˌɪn sˌoʊ ɹˈɛkləsli juːzˈɜːpt baɪ ðə wˈɔːɹdzmɛn hæd nˌɑːt ðə pɹˈɑːpɚɹ əfˈɪʃəlz tˈuː ɹˈɛdili sɚɹˈɛndɚd ɪt.|pɹˈɑːbəbli ɐθˈɔːɹɪɾi wʊd nˌɑːɾɐv bˌɪn sˌoʊ ɹˈɛkləsli juːzˈɜːpt baɪ ðə wˈɔːɹdzmɛn hæd nˌɑːt ðə pɹˈɑːpɚɹ əfˈɪʃəlz tˈuː ɹˈɛdili sɚɹˈɛndɚd ɪt.
00500|LJSpeech|nˈoʊɾəbli æz wɛn nˈʌmbɚz fˈɪld nˈuːɡeɪt ɪn æntˈɪsɪpˈeɪʃən ʌv lˈɔːɹd ɹˌiːdᵻsdˈeɪlz bˈɪl fɔːɹ ɪnsˈɑːlvənt dˈɛɾɚz,|nˈoʊɾəbli æz wɛn nˈʌmbɚz fˈɪld nˈuːɡeɪt ɪn æntˈɪsɪpˈeɪʃən ʌv lˈɔːɹd ɹˌiːdᵻsdˈeɪlz bˈɪl fɔːɹ ɪnsˈɑːlvənt dˈɛɾɚz,
00144|LJSpeech|nˈoʊ dˈɛfɪnət ɹˈuːlz, haʊˈɛvɚ, ɛksˈɛpt ðɪ ɐvˈɔɪdəns ʌv "ɹˈɪvɚz" ænd ɛksˈɛs ʌv wˈaɪt, kæn biː ɡˈɪvən fɚðə spˈeɪsɪŋ,|nˈoʊ dˈɛfɪnət ɹˈuːlz, haʊˈɛvɚ, ɛksˈɛpt ðɪ ɐvˈɔɪdəns ʌv "ɹˈɪvɚz" ænd ɛksˈɛs ʌv wˈaɪt, kæn biː ɡˈɪvən fɚðə spˈeɪsɪŋ,
01825|LJSpeech|ðiːz wɜː ðə dʒˈɛntəlmən kənsˈɜːnd ɪnðə bɹˈaɪbɚɹi kˈeɪs æɾ ˈɪpswɪtʃ ɪn ˈeɪtiːn θˈɜːɾifˈaɪv,|ðiːz wɜː ðə dʒˈɛntəlmən kənsˈɜːnd ɪnðə bɹˈaɪbɚɹi kˈeɪs æɾ ˈɪpswɪtʃ ɪn ˈeɪtiːn θˈɜːɾifˈaɪv,
00700|LJSpeech|ðə fˈiːmeɪl fˈɛlənz wˈɔːɹdz ˈaɪ ʃˌæl dᵻskɹˈaɪb æt lˈɛŋθ ɪnðə nˈɛkst tʃˈæptɚ,|ðə fˈiːmeɪl fˈɛlənz wˈɔːɹdz ˈaɪ ʃˌæl dᵻskɹˈaɪb æt lˈɛŋθ ɪnðə nˈɛkst tʃˈæptɚ,
01596|LJSpeech|bˈʌt, ˌɪndˈiːd, hɪz hˈoʊl ɹˈuːl wʌz fˈɑːɹ tˈuː mˈaɪld, ænd ˌʌndɚ ðɪs mɪstˈeɪkən lˈiːnɪənsi|bˈʌt, ˌɪndˈiːd, hɪz hˈoʊl ɹˈuːl wʌz fˈɑːɹ tˈuː mˈaɪld, ænd ˌʌndɚ ðɪs mɪstˈeɪkən lˈiːnɪənsi
01338|LJSpeech|ɪn ˈeɪtiːn twˈɛntifˈoːɹ nˈuːɡeɪt hæd nˈoʊ ɡlˈæs ɪn ɪts wˈɪndoʊz, ɛksˈɛpt ɪnðɪ ɪnfˈɜːmɚɹi ænd wˈʌn wˈɔːɹd ʌvðə tʃˈæpəl jˈɑːɹd;|ɪn ˈeɪtiːn twˈɛntifˈoːɹ nˈuːɡeɪt hæd nˈoʊ ɡlˈæs ɪn ɪts wˈɪndoʊz, ɛksˈɛpt ɪnðɪ ɪnfˈɜːmɚɹi ænd wˈʌn wˈɔːɹd ʌvðə tʃˈæpəl jˈɑːɹd;
00310|LJSpeech|fˈaɪv θˈaʊzənd, sˈɛvən hˈʌndɹɪd nˈaɪntiːn ɹˈɪts ænd ˌɛksɪkjˈuːʃənz fɔːɹ dˈɛts bᵻtwˌiːn tˈɛn pˈaʊndz ænd twˈɛnti pˈaʊndz wɜːɹ ˈɪʃuːd ɪn mˈɪdəlsˌɛks,|fˈaɪv θˈaʊzənd, sˈɛvən hˈʌndɹɪd nˈaɪntiːn ɹˈɪts ænd ˌɛksɪkjˈuːʃənz fɔːɹ dˈɛts bᵻtwˌiːn tˈɛn pˈaʊndz ænd twˈɛnti pˈaʊndz wɜːɹ ˈɪʃuːd ɪn mˈɪdəlsˌɛks,
01685|LJSpeech|wˈɪmɪn sˈɔː mˈɛn ɪf ðeɪ mˈɪɹli pɹɪtˈɛndᵻd təbi wˈaɪvz; ˈiːvən bˈɔɪz wɜː vˈɪzɪɾᵻd baɪ ðɛɹ swˈiːthɑːɹts.|wˈɪmɪn sˈɔː mˈɛn ɪf ðeɪ mˈɪɹli pɹɪtˈɛndᵻd təbi wˈaɪvz; ˈiːvən bˈɔɪz wɜː vˈɪzɪɾᵻd baɪ ðɛɹ swˈiːthɑːɹts.
00560|LJSpeech|wˌɪtʃ wʊd ɐkˈɑːmədˌeɪt ðɪ ˈɪnmeɪts ʌv nˈuːɡeɪt ænd ʌvðə θɹˈiː kəmptˈɜːz, lˈʌdɡeɪt,|wˌɪtʃ wʊd ɐkˈɑːmədˌeɪt ðɪ ˈɪnmeɪts ʌv nˈuːɡeɪt ænd ʌvðə θɹˈiː kəmptˈɜːz, lˈʌdɡeɪt,
01030|LJSpeech|"ðɪ ˌɪndᵻskɹˈaɪbəbəl stˈɛntʃ," pɹɪzˈɛntᵻd təɡˌɛðɚɹ ɐ kˌɑːnsəntɹˈeɪʃən ʌvðɪ ˈʌtmoʊst mˈɪzɚɹi ænd ðɪ ˈʌtmoʊst ɡˈɪlt.|"ðɪ ˌɪndᵻskɹˈaɪbəbəl stˈɛntʃ," pɹɪzˈɛntᵻd təɡˌɛðɚɹ ɐ kˌɑːnsəntɹˈeɪʃən ʌvðɪ ˈʌtmoʊst mˈɪzɚɹi ænd ðɪ ˈʌtmoʊst ɡˈɪlt.
01299|LJSpeech|ðə ɹˈaɪt ænd pɹˈɪvᵻlɪdʒ ʌvðə bˈʌɹoʊ tə meɪntˈeɪn ɪts ˈoʊn plˈeɪs ʌv kənfˈaɪnmənt wʌz sˈoʊ "ˈeɪntʃənt ænd ˌɪndɪspjˈuːɾəbəl,"|ðə ɹˈaɪt ænd pɹˈɪvᵻlɪdʒ ʌvðə bˈʌɹoʊ tə meɪntˈeɪn ɪts ˈoʊn plˈeɪs ʌv kənfˈaɪnmənt wʌz sˈoʊ "ˈeɪntʃənt ænd ˌɪndɪspjˈuːɾəbəl,"
00389|LJSpeech|ɐ mˈæn dˈaɪɪŋ ʌv lˈɪvɚ kəmplˈeɪnt lˈeɪ ɔnðə kˈoʊld stˈoʊnz wɪðˌaʊt ɐ bˈɛd ɔːɹ fˈuːd tʊ ˈiːt.|ɐ mˈæn dˈaɪɪŋ ʌv lˈɪvɚ kəmplˈeɪnt lˈeɪ ɔnðə kˈoʊld stˈoʊnz wɪðˌaʊt ɐ bˈɛd ɔːɹ fˈuːd tʊ ˈiːt.
02059|LJSpeech|ðə hˈaɪweɪmən, hˌuːz ˈɛksplɔɪts mˈɛni ɪnðə kɹˈaʊd ɐdmˈaɪɚd ɔːɹ ˈɛmjʊlˌeɪɾᵻd, wʌz tʃˈɪɹd ænd bˈɪdən tə dˈaɪ ɡˈeɪm;|ðə hˈaɪweɪmən, hˌuːz ˈɛksplɔɪts mˈɛni ɪnðə kɹˈaʊd ɐdmˈaɪɚd ɔːɹ ˈɛmjʊlˌeɪɾᵻd, wʌz tʃˈɪɹd ænd bˈɪdən tə dˈaɪ ɡˈeɪm;
00970|LJSpeech|wˈɔːɹm ænd kˈoʊld bˈæθs, ˈɔːɹ "kəmˈoʊdiəs bˈeɪðɪŋ tˈʌbz,"|wˈɔːɹm ænd kˈoʊld bˈæθs, ˈɔːɹ "kəmˈoʊdiəs bˈeɪðɪŋ tˈʌbz,"
01261|LJSpeech|ðˈə "sˈiːnz ʌv tˈuːmʌlt ænd əbsˈɛnᵻɾi" ɪn ðiːz nˈaɪt ɹˈuːmz ɑːɹ sˈɛd tə hɐvbɪn bᵻjˌɔnd dᵻskɹˈɪpʃən; ɐ pɹˈɪzənɚɹ ɪn wˈʌn nɑːktˈɜːnəl ɹˈaɪət lˈɔst ɐn ˈaɪ.|ðˈə "sˈiːnz ʌv tˈuːmʌlt ænd əbsˈɛnᵻɾi" ɪn ðiːz nˈaɪt ɹˈuːmz ɑːɹ sˈɛd tə hɐvbɪn bᵻjˌɔnd dᵻskɹˈɪpʃən; ɐ pɹˈɪzənɚɹ ɪn wˈʌn nɑːktˈɜːnəl ɹˈaɪət lˈɔst ɐn ˈaɪ.
00762|LJSpeech|wɪð ɹˈuːɪnd kˈæɹɪktɚ, bˈæd hˈæbɪts, ænd ˈɔfən bˈæd hˈɛlθ kəntɹˈæktᵻd ɪnðə dʒˈeɪl.|wɪð ɹˈuːɪnd kˈæɹɪktɚ, bˈæd hˈæbɪts, ænd ˈɔfən bˈæd hˈɛlθ kəntɹˈæktᵻd ɪnðə dʒˈeɪl.
01882|LJSpeech|ðɪ ˈiːvəlz ʌv sˈʌtʃ ɐsˌoʊsɪˈeɪʃən wɜːɹ ˈæɡɹɐvˌeɪɾᵻd baɪ ðɪ ʌnbɹˈoʊkən ˈaɪdəlnəs; wˈʌn "ˈiːvəl ɪnflˈeɪmd ðɪ ˈʌðɚ;" ɹᵻfoːɹmˈeɪʃən|ðɪ ˈiːvəlz ʌv sˈʌtʃ ɐsˌoʊsɪˈeɪʃən wɜːɹ ˈæɡɹɐvˌeɪɾᵻd baɪ ðɪ ʌnbɹˈoʊkən ˈaɪdəlnəs; wˈʌn "ˈiːvəl ɪnflˈeɪmd ðɪ ˈʌðɚ;" ɹᵻfoːɹmˈeɪʃən
00421|LJSpeech|ðɪs vˈɛɹi ˈeɪntʃənt pɹˈɪzən, wˌɪtʃ stˈʊd ɪnðə hˈaɪ stɹˈiːt, sˈaʊθwɔːɹk,|ðɪs vˈɛɹi ˈeɪntʃənt pɹˈɪzən, wˌɪtʃ stˈʊd ɪnðə hˈaɪ stɹˈiːt, sˈaʊθwɔːɹk,
00423|LJSpeech|ˈɔːlsoʊ fɔːɹ pɹˈɪzənɚz kəmˈɪɾᵻd baɪ ðɪ ˈædmɚɹəlɾi kˈoːɹt.|ˈɔːlsoʊ fɔːɹ pɹˈɪzənɚz kəmˈɪɾᵻd baɪ ðɪ ˈædmɚɹəlɾi kˈoːɹt.
00119|LJSpeech|ɪnðɪ ˈoʊld pɹˈɪnt ˈiːtʃ fˈɪɡjɚ hɐz ɪts dˈɛfɪnət ˌɪndᵻvˌɪduːˈælᵻɾi, ænd wˈʌn kænˈɑːt biː mɪstˈeɪkən fɚðɪ ˈʌðɚ;|ɪnðɪ ˈoʊld pɹˈɪnt ˈiːtʃ fˈɪɡjɚ hɐz ɪts dˈɛfɪnət ˌɪndᵻvˌɪduːˈælᵻɾi, ænd wˈʌn kænˈɑːt biː mɪstˈeɪkən fɚðɪ ˈʌðɚ;
00515|LJSpeech|ænd ðeɪ wɜː nˌɑːt ɪn ɡɹˈeɪt dᵻmˈænd, ɪn ˈɔːɹdɚ tə kənvˈɜːt ðˌɛm ˌɪntʊ mˈɑːphˈɛdz ɔːɹ klˈiːnɪŋɹˈæɡz.|ænd ðeɪ wɜː nˌɑːt ɪn ɡɹˈeɪt dᵻmˈænd, ɪn ˈɔːɹdɚ tə kənvˈɜːt ðˌɛm ˌɪntʊ mˈɑːphˈɛdz ɔːɹ klˈiːnɪŋɹˈæɡz.
02027|LJSpeech|ˌʌndɚ ðɪs bˈɑːɹ æɾə pɹˈɑːpɚ dˈɪstəns ɪz ɐ pˈiːs ʌv flˈoːɹɪŋ ɔːɹ plˈætfɔːɹm,|ˌʌndɚ ðɪs bˈɑːɹ æɾə pɹˈɑːpɚ dˈɪstəns ɪz ɐ pˈiːs ʌv flˈoːɹɪŋ ɔːɹ plˈætfɔːɹm,
00135|LJSpeech|mˈɑːdɚn pɹˈɪntɚz ˌʌndɚstˈænd ðˈɪs, bˌʌt ɪɾ ɪz ˈoʊnli pɹˈæktɪst ɪnðə vˈɛɹi bˈɛst ɪstˈæblɪʃmənts.|mˈɑːdɚn pɹˈɪntɚz ˌʌndɚstˈænd ðˈɪs, bˌʌt ɪɾ ɪz ˈoʊnli pɹˈæktɪst ɪnðə vˈɛɹi bˈɛst ɪstˈæblɪʃmənts.
00784|LJSpeech|ˌɛni ɹᵻpjˈuːɾᵻd, ænd ˌɪndˈiːd ˌɛni ɹˈiːəl, wˈaɪf mˌaɪt spˈɛnd ðə nˈaɪt ɪn nˈuːɡeɪt ɪf ʃiː wʊd pˈeɪ ðə ʃˈɪlɪŋ fˈiː, kˈɑːmənli nˈoʊn æz ðə "bˈæd mˈʌni,"|ˌɛni ɹᵻpjˈuːɾᵻd, ænd ˌɪndˈiːd ˌɛni ɹˈiːəl, wˈaɪf mˌaɪt spˈɛnd ðə nˈaɪt ɪn nˈuːɡeɪt ɪf ʃiː wʊd pˈeɪ ðə ʃˈɪlɪŋ fˈiː, kˈɑːmənli nˈoʊn æz ðə "bˈæd mˈʌni,"
01830|LJSpeech|kˈaʊnsəl fɚðə tˈuː ˈɛm.pˈiː.ˈɛs, wʌz ˈɔːlsoʊ kənsˈɜːnd.|kˈaʊnsəl fɚðə tˈuː ˈɛm.pˈiː.ˈɛs, wʌz ˈɔːlsoʊ kənsˈɜːnd.
00621|LJSpeech|ænd ðˌoʊ dɪstɹˈɛs ɔːɹ ðə sᵻdˈʌkʃən ʌv ˈʌðɚz mˌaɪthɐv lˈɛd tə ðə kəmˈɪʃən ʌv ðɪs ðɛɹ fˈɜːst əfˈɛns,|ænd ðˌoʊ dɪstɹˈɛs ɔːɹ ðə sᵻdˈʌkʃən ʌv ˈʌðɚz mˌaɪthɐv lˈɛd tə ðə kəmˈɪʃən ʌv ðɪs ðɛɹ fˈɜːst əfˈɛns,
